Genre,Length,Theme,Title
Pabula,Long,Kasipagan,Ang Kuwento ng Uwak at ang Pagong
Kwentong Bayan,Long,Matulungin,Si Boyet at ang Prinsesang Araw
Alamat,Long,Kabayanihan,Ang Alamat ng Bundok na Umiiyak
Kwentong Bayan,Long,Pagkakaibigan,Si Kara at ang Lumilipad na Bangka
Kwentong Bayan,Long,Katapatan,Ang Kuwento ng Isang Munting Diwata
Kwentong Bayan,Long,Kasipagan,Si Pilar at ang Lihim ng Bahaghari
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Halamang Ubas
Kwentong Bayan,Long,Matulungin,Si Andres at ang Higanteng Puno
Alamat,Long,Pagkakaibigan,Ang Alamat ng Nawawalang Bituin
Kwentong Bayan,Long,Katapatan,Si Lita at ang Mahiwagang Bulaklak
Alamat,Long,Kasipagan,Ang Alamat ng Lumilipad na Bato
Kwentong Bayan,Long,Matulungin,Si Pedro at ang Prinsesang Buwan
Pabula,Long,Kabayanihan,Ang Kuwento ng Nawawalang Alitaptap
Pabula,Long,Pagkakaibigan,Si Mingming at ang Kabayong Ginto
Kwentong Bayan,Long,Katapatan,Ang Mahiwagang Biyulin ni Tiyo Kaloy
Kwentong Bayan,Long,Kasipagan,Si Narding at ang Diwata ng Gubat
Alamat,Long,Katapatan,Ang Alamat ng Itim na Paru-paro
Kwentong Bayan,Long,Kabayanihan,Si Juanito at ang Lihim ng Dagat
Pabula,Long,Matulungin,Ang Kuwento ng Mga Nag-aaway na Bituin
Kwentong Bayan,Long,Pagkakaibigan,Si Pilar at ang Prinsipe ng Hangin
Alamat,Long,Kasipagan,Ang Alamat ng Kulay Rosas na Ulap
Kwentong Bayan,Long,Katapatan,Si Tomas at ang Mahiwagang Sagingan
Pabula,Long,Matulungin,Ang Kuwento ng Aso at ang Masayahing Kalabaw
Kwentong Bayan,Long,Kabayanihan,Si Mara at ang Munting Diwata ng Kagubatan
Pabula,Long,Pagkakaibigan,Ang Bagong Kalaro ni Banjo
Kwentong Bayan,Long,Kasipagan,Ang Batang Ayaw Magbahagi
Kwentong Bayan,Long,Matulungin,Lalagyan ng Lapis ni Nena
Kwentong Bayan,Long,Kabayanihan,Si Liro na Mahilig Maglaro
Kwentong Bayan,Long,Pagkakaibigan,Ang Pagbabago ni Mang Juan
Kwentong Bayan,Long,Kasipagan,Ang Araw na Naging Matapat ang Sinungaling
Kwentong Bayan,Long,Kabayanihan,Ang Karma ni Kaloy
Kwentong Bayan,Long,Pagkakaibigan,Ang Hardin na Nagluksa
Pabula,Long,Matulungin,Ang Palaka at ang Kabute
Kwentong Bayan,Long,Katapatan,Ang Kulay ng Pagsisikap
Pabula,Long,Kasipagan,Ang Alitaptap na Nawalan ng Ningning
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Singsing
Kwentong Bayan,Long,Kabayanihan,Ang Kabayaran ng Pagkalat ng Basura
Pabula,Long,Pagkakaibigan,Ang Tamad na Langgam
Kwentong Bayan,Long,Katapatan,Pagharap sa Dilim
Pabula,Long,Kasipagan,Ang Pagkakaibigan na Hindi Inaasahan
Kwentong Bayan,Long,Kabayanihan,Ang Masayahing Tindera
Kwentong Bayan,Long,Matulungin,Ang Kuwento ni Boyong at ng Kawayan
Kwentong Bayan,Long,Pagkakaibigan,Ang Nawawalang Pera ni Rico
Kwentong Bayan,Long,Katapatan,Ang Magkasalungat na Kambal
Pabula,Long,Kasipagan,Buto ng Isda
Kwentong Bayan,Long,Matulungin,Ang Paglalakbay sa Pagkatuto
Pabula,Long,Kabayanihan,Ang Usa at ang Matamis na Mansanas
Kwentong Bayan,Long,Pagkakaibigan,Dulot ng Maingay na Paglalaro
Kwentong Bayan,Long,Katapatan,Ang Sakim na Aso
Kwentong Bayan,Long,Matulungin,Ang Matapat na Batang Si Nilo
Kwentong Bayan,Long,Kabayanihan,Ang Balanse ng Libro at Buhay
Kwentong Bayan,Long,Pagkakaibigan,Ang Tunay na Halaga ng Pagkakaibigan
Kwentong Bayan,Long,Kasipagan,Ang Pagtulong sa Kapwa ni Kuya Ben
Kwentong Bayan,Long,Kabayanihan,Ang Matalinong Tindera
Kwentong Bayan,Long,Pagkakaibigan,Ang Pamanang Kuwintas ni Lola
Kwentong Bayan,Long,Matulungin,Ang Bagong Kasamahan ni Jake
Kwentong Bayan,Long,Katapatan,Ang Nawawalang Aklat ni Anna
Kwentong Bayan,Long,Kasipagan,Ang Pagtama sa Pagkakamali
Kwentong Bayan,Long,Matulungin,Ang Bagong Lugar ni Maria
Pabula,Long,Kabayanihan,Ang Gahaman na Pusa
Pabula,Long,Pagkakaibigan,Ang Mapanlinlang na Unggoy
Pabula,Long,Katapatan,Ang Pagkatalo ng Mayabang na Kabayo
Pabula,Long,Kasipagan,Ang Gansa at ang Aso sa Harap ng Panganib
Pabula,Long,Kabayanihan,Ang Batang Bibe at ang Palaka
Pabula,Long,Matulungin,Ang Alitaptap at ang Langgam
Pabula,Long,Pagkakaibigan,Ang Aso at ang Mapaglinlang na Uwak
Pabula,Long,Katapatan,Ang Bato ng Pagsisisi
Pabula,Long,Kasipagan,Ang Kalabaw at ang Tipaklong
Pabula,Long,Matulungin,Ang Nakatulog na Tigre
Pabula,Long,Kabayanihan,Ang Agila at ang Mga Sisiw
Pabula,Long,Pagkakaibigan,Ang Uwak at ang Agila
Pabula,Long,Kabayanihan,Ang Leon at ang Munting Usa
Kwentong Bayan,Long,Pagkakaibigan,Ang Utang ni Marco at Ben
Kwentong Bayan,Long,Matulungin,Kahalagahan ng Komunikasyon
Kwentong Bayan,Long,Katapatan,Ang Pagsubok ni Nene
Kwentong Bayan,Long,Kasipagan,Ang Mahiwagang Kahoy
Kwentong Bayan,Long,Matulungin,Ang Pagsasaka ni Mang Juan
Kwentong Bayan,Long,Kabayanihan,Kwentong Bayan ng Makulay na Bahay
Kwentong Bayan,Long,Pagkakaibigan,Ang Gintong Isda at ang Kahalagahan ng Pagsasakripisyo
Kwentong Bayan,Long,Katapatan,Ang Paghahanap ni Rosa sa Kanyang Tadhana
Kwentong Bayan,Long,Kasipagan,Kwentong Bayan ng mga Magsasaka
Kwentong Bayan,Long,Kabayanihan,Ang Lihim ng Gubat
Kwentong Bayan,Long,Matulungin,Si Lakan at ang Kanyang Hinaharap na Pagsubok
Kwentong Bayan,Long,Pagkakaibigan,Ang Taga-Baryo at ang Kanyang Pangarap
Kwentong Bayan,Long,Katapatan,Ang Tinig ng mga Ninuno
Kwentong Bayan,Long,Kasipagan,Ang Pagsusumikap ng Isang Magsasaka
Kwentong Bayan,Long,Matulungin,Si Mang Tano at ang Kanyang Alaga
Kwentong Bayan,Long,Kabayanihan,Ang Paglalakbay ni Jose
Kwentong Bayan,Long,Pagkakaibigan,Ang Kwento ni Lolo Tungkol sa Nakaraan
Kwentong Bayan,Long,Katapatan,Ang Makapangyarihang Ulan
Kwentong Bayan,Long,Kasipagan,Ang Kahalagahan ng Pagkakaibigan
Kwentong Bayan,Long,Katapatan,Ang Mahiwagang Banga
Kwentong Bayan,Long,Kabayanihan,Ang Katuwang ng mga Hayop
Kwentong Bayan,Long,Matulungin,Si Justin na Antukin
Kwentong Bayan,Long,Pagkakaibigan,Ang Paglalakbay ng Isang Mang-uukit
Alamat,Long,Kasipagan,Ang Alamat ng Batang Ulan
Kwentong Bayan,Long,Katapatan,Si Lola Basyang at ang Engkantadong Puno
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Silong ni Inang Kalikasan
Kwentong Bayan,Long,Kabayanihan,Si Sita at ang Luntiang Bahay sa Gubat
Pabula,Long,Pagkakaibigan,Ang Kuwento ng Palakang Nawalan ng Boses
Kwentong Bayan,Long,Kasipagan,Si Ben at ang Mahiwagang Pabango
Alamat,Long,Kabayanihan,Ang Alamat ng Kumakantang Ilog
Kwentong Bayan,Long,Pagkakaibigan,Si Inang at ang Puno ng Kasiyahan
Pabula,Long,Matulungin,Ang Kuwento ng Batang Ulap
Kwentong Bayan,Long,Katapatan,Si Miguel at ang Diwata ng Tag-ulan
Kwentong Bayan,Long,Kasipagan,Ang Mahiwagang Batong Hiyas
Kwentong Bayan,Long,Matulungin,Si Lina at ang Lumilipad na Saranggola
Alamat,Long,Kabayanihan,Ang Alamat ng Buhay na Kabibe
Kwentong Bayan,Long,Pagkakaibigan,Si Tomas at ang Prinsipeng Palaka
Kwentong Bayan,Long,Katapatan,Ang Kuwento ng Nawawalang Kampana
Kwentong Bayan,Long,Kasipagan,Si Andoy at ang Mahiwagang Salamin
Alamat,Long,Kabayanihan,Ang Alamat ng Nagsasayaw na Kawayan
Kwentong Bayan,Long,Matulungin,Si Luningning at ang Lihim ng Karagatan
Kwentong Bayan,Long,Pagkakaibigan,Ang Kuwento ng Prinsesa at ang Higanteng Kalabaw
Kwentong Bayan,Long,Katapatan,Si Miko at ang Nawawalang Paruparo
Alamat,Long,Kasipagan,Ang Alamat ng Batang Naging Bituin
Kwentong Bayan,Long,Matulungin,Si Anita at ang Puno ng Pag-asa
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Bote ni Aling Nena
Kwentong Bayan,Long,Pagkakaibigan,Si Mateo at ang Prinsipeng Diwata
Pabula,Long,Katapatan,Ang Kuwento ng Alitaptap na Nagliliwanag
Kwentong Bayan,Long,Kasipagan,Si Lola Clara at ang Nawawalang Alakdan
Alamat,Long,Katapatan,Ang Alamat ng Makukulay na Saranggola
Kwentong Bayan,Long,Kabayanihan,Si Juanito at ang Engkantadong Bukid
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Puso ng Gubat
Kwentong Bayan,Long,Pagkakaibigan,Si Sining at ang Kabayong Mahilig Kumanta
Alamat,Long,Kasipagan,Ang Kuwento ng Ulan at Araw
Kwentong Bayan,Long,Katapatan,Si Tito at ang Ginintuang Takip ng Bahaghari
Alamat,Long,Matulungin,Ang Alamat ng Itim na Bulaklak
Kwentong Bayan,Long,Kabayanihan,Si Kiko at ang Mahiwagang Tambol
Alamat,Long,Pagkakaibigan,Ang Kuwento ng Nagsasayaw na Araw
Kwentong Bayan,Long,Kasipagan,Ang Kuwento ng mga Nawawalang Isda
Kwentong Bayan,Long,Matulungin,Ang Naliligaw na Kambal sa Bundok
Kwentong Bayan,Long,Kabayanihan,Si Mang Isko at ang Mahiwagang Sumbrero
Kwentong Bayan,Long,Pagkakaibigan,Ang Kuwento ng Bahay na Walang Kulay
Kwentong Bayan,Long,Kasipagan,Ang Balon sa Likod ng Bahay ni Lola
Alamat,Long,Kabayanihan,Ang Alamat ng Kakanin
Kwentong Bayan,Long,Pagkakaibigan,Ang Imahinasyon na Kaibigan ni Pedring
Pabula,Long,Matulungin,Ang Ibon na may Gintong Tuka
Kwentong Bayan,Long,Katapatan,Ang Kumikinang na Kalesa sa Nayon
Kwentong Bayan,Long,Kasipagan,Ang Kubo na Puno ng mga Laro
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Pabrika ng Kendi
Pabula,Long,Kabayanihan,Ang Pusa na may Halo-halong Kulay
Pabula,Long,Pagkakaibigan,Ang Sapa na para sa mga Ibon
Kwentong Bayan,Long,Katapatan,Ang Mahiwagang Puno ng Pera
Kwentong Bayan,Long,Kasipagan,Kwento nga mga Laruang Nagsasalita
Kwentong Bayan,Short,Kabayanihan,Ang Mahiwagang Dahon ng Sambong
Kwentong Bayan,Short,Matulungin,Ang Batang Si Adlaw at ang Diyosa ng Araw
Alamat,Long,Pagkakaibigan, Ang Alamat ng Gintong Saging
Kwentong Bayan,Short,Katapatan,Ang Prinsipe ng Bundok Talahib
Alamat,Short,Kasipagan,Ang Alamat ng Bituing Nawawala
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Tambol ni Kapitan Bato
Alamat,Short,Kabayanihan,Ang Alamat ng Puno ng Tsokolate
Kwentong Bayan,Long,Pagkakaibigan,Ang Nawawalang Plawta
Kwentong Bayan,Long,Katapatan,Ang Mahiwagang Sapatos ni Amihan
Alamat,Short,Matulungin,Ang Alamat ng Bahaghari
Kwentong Bayan,Short,Kabayanihan,Ang Prinsesang Ulan
Kwentong Bayan,Long,Pagkakaibigan,Ang Lihim ng Lawa ng Lila
Alamat,Short,Kasipagan,Ang Alamat ng Bulaklak na Rosas
Kwentong Bayan,Short,Kabayanihan,Ang Mahiwagang Gitara ni Danding
Alamat,Short,Pagkakaibigan,Ang Alamat ng Tala
Kwentong Bayan,Long,Matulungin,Si Lira at ang Lihim ng Bahaghari
Alamat,Long,Katapatan,Ang Alamat ng Mahiwagang Lantaka
Kwentong Bayan,Long,Kasipagan,Si Pilo at ang Alitaptap na Nagliliwanag
Kwentong Bayan,Long,Matulungin,Ang Kuwento ng Batang Nagsalba ng Buwan
Kwentong Bayan,Long,Kabayanihan,Si Tina at ang Munting Sirena
Alamat,Long,Pagkakaibigan,Ang Alamat ng Bituing Mahulog
Kwentong Bayan,Long,Katapatan,Si Lolo Pedro at ang Nawawalang Gintong Puno
Kwentong Bayan,Long,Kasipagan,Ang Mahiwagang Sapatos ni Aling Marta
Kwentong Bayan,Long,Kabayanihan,Si Danny at ang Prinsesang Isda
Alamat,Long,Matulungin,Ang Alamat ng Bundok sa Gitna ng Dagat
Kwentong Bayan,Long,Pagkakaibigan,Si Maya at ang Prinsipeng Ibon
Alamat,Long,Katapatan,Ang Alamat ng Mahiwagang Palayok
Kwentong Bayan,Long,Kasipagan,Si Juanito at ang Nawawalang Bahaghari
Kwentong Bayan,Long,Matulungin,Ang Kuwento ng Ahas at ang Singsing
Kwentong Bayan,Long,Kabayanihan,Si Kaloy at ang Mahiwagang Bangka
Alamat,Long,Pagkakaibigan,Ang Alamat ng Batong Lumuluha
Kwentong Bayan,Long,Kabayanihan,Si Rina at ang Halimaw ng Gubat
Kwentong Bayan,Long,Pagkakaibigan,Ang Mahiwagang Payong ni Tiya Puring
Kwentong Bayan,Long,Matulungin,Si Kardo at ang Prinsesang Ulan
Pabula,Long,Katapatan,Ang Kuwento ng Matandang Alitaptap
Kwentong Bayan,Long,Kasipagan,Si Lino at ang Mahiwagang Sapato
Kwentong Bayan,Long,Matulungin,Si Rina at ang Kanyang Lata ng Keso
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Alporhas ni Dodo
Kwentong Bayan,Long,Pagkakaibigan,Si Kiko at ang Tinig ng Dagat
Kwentong Bayan,Long,Katapatan,Si Lira at ang Panahon na di Umuulan
Kwentong Bayan,Long,Kasipagan,Si Ada at ang Diyamanteng Ibon
Kwentong Bayan,Long,Kabayanihan,Si Tessa at ang Puno na Iba-ba ang Bunga
Kwentong Bayan,Long,Matulungin,Ang Kaarawan ni Nene
Kwentong Bayan,Long,Pagkakaibigan,Ang Karwahe ng Pamilya ni Miko
Kwentong Bayan,Long,Katapatan,Ang Mahiwagang Aparador ni Liila
Kwentong Bayan,Long,Kasipagan,Si Toti at ang Nawawalang Kapares ng Kaniyang Sapatos
Kwentong Bayan,Long,Matulungin,Si Lira na Mahilig Hanapin ang Larawan ng Bawat Ulap
Kwentong Bayan,Long,Kabayanihan,Si Rina at ang Nagniningng na Bulaklak sa Kanyang Hardin
Kwentong Bayan,Long,Pagkakaibigan,Ang Puno sa Gubat na Namumunga ng Brilyante
Kwentong Bayan,Long,Katapatan,Ang Tindahan ni Aling Lisa na Nakatago sa Kagubatan
Kwentong Bayan,Long,Kasipagan,Ang Pamaypay ni Mona na may Mahika
Kwentong Bayan,Long,Katapatan,Si Juno at ang Kanyang Puno ng Buko
Kwentong Bayan,Long,Kabayanihan,Ang Nawawalang Medyas ni Sasa
Kwentong Bayan,Long,Matulungin,Bakit Plastik ang Gunting ni Mira
Alamat,Long,Pagkakaibigan,Bakit Mayroong Puso ang Puno ng Saging
Pabula,Long,Kasipagan,Ang Mahiwagang Pakpak ni Bibo
Pabula,Long,Katapatan,"Si Lunti, ang Munting Pagong"
Pabula,Long,Matulungin,Ang Pagtuklas ni Pilandok sa Kaniyang Tungkulin
Pabula,Long,Kabayanihan,"Mga Aral ni Mangga, ang Mabait na Tarsier"
Pabula,Long,Pagkakaibigan,Ang Matapang na Usa sa Gubat ng Alon
Pabula,Long,Kasipagan,"Si Huni, ang Ibong Natutong Magsalita"
Pabula,Long,Kabayanihan,Ang Malaking Pakpak ng Bataang Agila
Pabula,Long,Pagkakaibigan,Si Bituin at ang Pagtakbo ng Maliit na Kabayo
Pabula,Long,Matulungin,"Ang Unang Paglangoy ni Nami, ang Dugong"
Pabula,Long,Katapatan,"Si Pipi, ang Aso na Natutong Magpakatao"
Pabula,Long,Kasipagan,"Ang Pagpapalaki kay Pogi, ang Munting Baboy Ramo"
Pabula,Long,Matulungin,"Ang Kwento ni Tikyo, ang Malikot na Tuko"
Pabula,Long,Kabayanihan,"Si Toti, ang Batang Tamaraw na Natutong Maglaro"
Pabula,Long,Pagkakaibigan,Ang Pusang Maraming Tanong
Pabula,Long,Katapatan,"Si Piling, ang Batang Paniki sa Yungib"
Pabula,Long,Kasipagan,"Ang Lihim ni Ging-ging, ang Duwag na Buwaya"
Alamat,Long,Kabayanihan,Ang Alamat ng Makisig na Sisiw
Pabula,Long,Matulungin,Si Mik-mik at ang Munting Mga Kaibigan sa Gubat
Pabula,Long,Pagkakaibigan,"Ang Pangarap ni Potpot, ang Munting Kuwago"
Kwentong Bayan,Long,Katapatan,Si Buboy at ang Malaking Kariton ng Pangarap
Kwentong Bayan,Long,Kasipagan,Ang Nawawalang Liwanag ng Karagatan
Alamat,Long,Matulungin,Ang Alamat ng Asin sa Buhay
Pabula,Long,Kabayanihan,Ang Kalapati at ang Bato
Kwentong Bayan,Short,Pagkakaibigan, Ang Mahiwagang Bukal ng Lunas
Kwentong Bayan,Long,Katapatan,Ang Bulaklak ng Pag-asa
Kwentong Bayan,Long,Kasipagan,Ang Prinsipeng Naghanap ng Pagkakaibigan
Alamat,Long,Katapatan,Ang Alamat ng Tinik ng Ruweda
Alamat,Long,Kabayanihan,Ang Alamat ng Apoy ng Puso
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Pakpak ng Ibon
Kwentong Bayan,Long,Pagkakaibigan,Ang Lihim ng Mahiwagang Bukid
Alamat,Long,Kasipagan,Ang Alamat ng Mahiwagang Dahon
Kwentong Bayan,Long,Katapatan,Ang Kwento ni Lila at ang Ginintuang Puno
Alamat,Long,Matulungin,Ang Alamat ng Kuwintas ng Liwanag
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Bangka ni Bano
Kwentong Bayan,Long,Pagkakaibigan,Ang Batang Laging Huli
Alamat,Long,Kasipagan,Ang Alamat ng Itim na Kabayo
Kwentong Bayan,Long,Matulungin,Ang Nawawalang Bahaghari
Kwentong Bayan,Long,Kabayanihan,Ang Tatlong Mahiwagang Balon
Kwentong Bayan,Long,Pagkakaibigan,Ang Prinsipeng Nawawala
Alamat,Long,Kasipagan,Ang Alamat ng Puno ng Seresa
Kwentong Bayan,Long,Kabayanihan,Ang Lihim ng Lumang Baul
Kwentong Bayan,Long,Pagkakaibigan,Si Nene at ang Kanyang Mahiwagang Salamin
Kwentong Bayan,Long,Matulungin,Kuwento ng Batang Naglalakbay sa Panaginip
Kwentong Bayan,Long,Katapatan,Si Lola at ang Kanyang Mga Kuwento ng Bayani
Kwentong Bayan,Long,Kasipagan,Ang Gintong Buhok ng Sirena
Kwentong Bayan,Long,Matulungin,Kuwento ng Batang Nag-aalaga ng Dragon
Kwentong Bayan,Long,Kabayanihan,Si Pepe at ang Mahiwagang Bato
Kwentong Bayan,Long,Pagkakaibigan,Ang Lihim ng Puno ng Saging
Kwentong Bayan,Long,Katapatan,Kuwento ng Batang Mahilig sa Mga Kuwento
Kwentong Bayan,Long,Kasipagan,Si Aling Cora at ang Kanyang Mga Recipe ng Kaligayahan
Kwentong Bayan,Long,Kabayanihan,Kuwento ng Batang Naglalaro sa Ulap
Kwentong Bayan,Long,Matulungin,Si Mang Tonyo at ang Kanyang Mga Alaga sa Bukid
Kwentong Bayan,Long,Pagkakaibigan,Ang Mahiwagang Puno ng Bulaklak
Kwentong Bayan,Long,Katapatan,Kuwento ng Batang Naghahanap ng Kayamanan
Kwentong Bayan,Long,Kasipagan,Si Lito at ang Kanyang Mahiwagang Libro
Kwentong Bayan,Long,Matulungin,Ang Batang May Pakpak na Gawa sa Bulaklak
Kwentong Bayan,Long,Kabayanihan,Si Maya at ang Kanyang Kaibigang Ulap
Kwentong Bayan,Long,Pagkakaibigan,Kuwento ng Batang Naglalakbay sa Mundo ng Musika
Kwentong Bayan,Long,Katapatan,Ang Lihim ng Lumang Piyano
Kwentong Bayan,Long,Matulungin,Si Lolo at ang Kanyang Mga Kuwento ng Bituin
Alamat,Long,Kabayanihan,Ang Alamat ng Puno ng Kape
Kwentong Bayan,Long,Pagkakaibigan,Kuwento ng Batang Nag-aalaga ng Isda
Kwentong Bayan,Long,Kasipagan,Si Pepe at ang Kanyang Kaibigang Ibon
Kwentong Bayan,Long,Kabayanihan,Si Tina at ang Kanyang Mahiwagang Damit
Kwentong Bayan,Long,Pagkakaibigan,Si Ben at ang Kanyang Mga Pangarap sa Langit
Kwentong Bayan,Long,Matulungin,Kuwento ng Batang Naglalaro sa Buwan
Alamat,Long,Katapatan,Ang Alamat ng Bayan ng Masayang Puso
Pabula,Long,Kasipagan,Kuwento ng mga Laruang Naglalaro sa Gabi
Alamat,Long,Matulungin,Si Lola at ang Kanyang Mga Kuwento ng Unang Tao
Alamat,Long,Kabayanihan,Ang Bulkan na laging Galit
Alamat,Long,Pagkakaibigan,Ang Kwento ng mga Tsokolateng Burol
Kwentong Bayan,Long,Katapatan,Si Jojo na Naka-Diskobre ng Lumang Kaban
Pabula,Long,Kasipagan,Ang Paglalakbay ng Aso at Pusa sa Karagatan
Kwentong Bayan,Long,Kabayanihan,Si Dina at ang kanyang Alagang Ahas
Alamat,Long,Matulungin,Alamat ng Bayan ng Puno ng  Mahika
Pabula,Long,Pagkakaibigan,Ang Magkaibigang Aso at Daga
Kwentong Bayan,Long,Katapatan,Ang Kagalakan sa Pagbabahagi
Kwentong Bayan,Long,Kasipagan,Ang Tindero ng Sorbetes
Kwentong Bayan,Long,Matulungin,Ang Tatlong Magkaibigan at ang Matanda sa Daan
Kwentong Bayan,Long,Kabayanihan,Ang Pagsubok sa Tunay na Pagkakaibigan
Kwentong Bayan,Long,Pagkakaibigan,Ang Karunungan ng Isang Matanda
Kwentong Bayan,Long,Matulungin,Ang Pagbabago ni Mila
Pabula,Long,Katapatan,Ang Paruparo at ang Bulaklak
Kwentong Bayan,Long,Kasipagan,Ang Tindahan ng Lobo nina Carlo
Pabula,Long,Matulungin,Ang Nagmamadaling Matsing
Kwentong Bayan,Long,Kabayanihan,Ang Pangarap ni Manong Juan
Kwentong Bayan,Long,Pagkakaibigan,Ang Tunay na Kayamanan
Kwentong Bayan,Long,Katapatan,Ang Batang Mapanlait
Kwentong Bayan,Long,Kasipagan,Ang Pagtatapat ni Carla
Kwentong Bayan,Long,Kabayanihan,Ang Maliit na Bituin
Kwentong Bayan,Long,Matulungin,Ang Tunay na Kaligayahan
Kwentong Bayan,Long,Pagkakaibigan,Ang Kabutihan ni Lila
Kwentong Bayan,Long,Katapatan,Ang Sakripisyo ni Tatay
Pabula,Long,Kasipagan,Ang Araw at ang Hangin
Pabula,Long,Matulungin,Ang Palaka at ang Dambuhalang Isda
Kwentong Bayan,Long,Kabayanihan,Sino ang Kumuha?
Pabula,Long,Pagkakaibigan, Ang Tatlong Butiki
Kwentong Bayan,Long,Katapatan,Ang Lihim ni Mario
Kwentong Bayan,Long,Kasipagan,Ang Siklo ng Buhay
Pabula,Long,Katapatan,Ang Bagong Tupa sa Pastulan
Kwentong Bayan,Long,Kabayanihan,Yapak ng Katapangan
Kwentong Bayan,Long,Matulungin,Ang Barya ni Mang Isko
Kwentong Bayan,Long,Pagkakaibigan,Ang Masungit na si Matilda
Pabula,Long,Kasipagan,Ang Pagkahulog ni Kuneho
Pabula,Long,Katapatan,Ang Pusang Tamad
Pabula,Long,Matulungin,Ang Siopao ni Diggy
Kwentong Bayan,Long,Kabayanihan,Ang Huwad na Pagkakaibigan
Kwentong Bayan,Long,Pagkakaibigan,Ang Mahalagang Araw ni Bebot
Kwentong Bayan,Long,Kasipagan,Ang Liwanag ng Maliit na Sulo
Kwentong Bayan,Long,Kabayanihan,Ang Likha ni Mia
Pabula,Long,Pagkakaibigan,Ang Alitaptap at ang Kidlat
Kwentong Bayan,Long,Matulungin,Ang Sipag ni Mang Cardo
Pabula,Long,Katapatan,Ang Matanglawin at ang Uwak
Kwentong Bayan,Long,Kasipagan,Ang Kuwintas ni Lola Nena
Kwentong Bayan,Long,Matulungin,Ang Batang Magalang
Kwentong Bayan,Long,Kabayanihan,Ang Sumpa ng Singsing
Kwentong Bayan,Long,Pagkakaibigan,Ang Matamis na Bunga ng Pagsisikap
Kwentong Bayan,Long,Katapatan,Ang Masigasig na Pastol
Kwentong Bayan,Long,Kasipagan,Ang Naligaw na Estudyante
Kwentong Bayan,Long,Kabayanihan,Pag-abot sa mga Bituin
Pabula,Long,Matulungin,Ang Tapat na Bantay
Kwentong Bayan,Long,Pagkakaibigan,Ang Maliit na Buto
Kwentong Bayan,Long,Katapatan,Ang Nawawalang Lapis ni Marco
Kwentong Bayan,Long,Kasipagan,Si Ambo at ang Mahiwagang Bag
Kwentong Bayan,Long,Matulungin,Si Liza at ang Kanyang Halaman
Kwentong Bayan,Long,Kabayanihan,Ang Bagong Tuklas ni Luis
Kwentong Bayan,Long,Pagkakaibigan,Ang Naagaw na Posisyon ni Andoy
Kwentong Bayan,Long,Katapatan,Ang Presyo ng Kasinungalingan
Kwentong Bayan,Long,Kasipagan,Ang Bulaklak ng Kabutihan
Kwentong Bayan,Long,Katapatan,Ang Pagtitiwala ni Ruben sa Sarili
Kwentong Bayan,Long,Kabayanihan,Ang Paglalakbay ni Lea Patungo sa Tagumpay
Kwentong Bayan,Long,Matulungin,Kabutihan sa Pagsunod
Kwentong Bayan,Long,Pagkakaibigan,Ang Gantimpala ng Kabutihan
Kwentong Bayan,Long,Kasipagan,Si Miguel at ang Kanyang Kapatid
Kwentong Bayan,Long,Katapatan,Ang Nabasag na Plorera
Kwentong Bayan,Long,Matulungin,Ang Tagumpay ni Rosa
Kwentong Bayan,Long,Kabayanihan,Higit Pa sa Marka
Kwentong Bayan,Long,Pagkakaibigan,Ang Sakripisyo ni Aling Nena
Kwentong Bayan,Long,Kasipagan,Ang Bisikleta ni Leo
Kwentong Bayan,Long,Matulungin,Halaga ng Oras
Kwentong Bayan,Long,Kabayanihan,Ang Pinakamagandang Regalo
Kwentong Bayan,Long,Pagkakaibigan,Ang Natagpuang Pitaka
Kwentong Bayan,Long,Kasipagan,Ang Mangingisdang si Mang Pedring
Kwentong Bayan,Long,Kabayanihan,Ang Pagkakaibigan ni Liza at Maricel
Kwentong Bayan,Long,Pagkakaibigan,Ang Pagkainggit ni Brando
Kwentong Bayan,Long,Matulungin,Si Tinay at ang Nawawalang Takip-silim
Alamat,Long,Katapatan,Ang Alamat ng Bulaklak na Umiiyak
Kwentong Bayan,Long,Kasipagan,Si Lito at ang Mahiwagang Sungka
Kwentong Bayan,Long,Matulungin,Ang Kuwento ng Prinsesang Bulak
Kwentong Bayan,Long,Kabayanihan,Si Andoy at ang Lihim ng Matandang Puno
Alamat,Long,Pagkakaibigan,Ang Alamat ng Bundok ng Luntian
Kwentong Bayan,Long,Katapatan,Si Lara at ang Sirenang Ginto
Kwentong Bayan,Long,Kasipagan,Ang Mahiwagang Kawayan ni Lolo Tasyo
Kwentong Bayan,Long,Kabayanihan,Si Pepe at ang Nawawalang Karagatan
Kwentong Bayan,Long,Matulungin,Ang Kuwento ng Lumilipad na Paru-paro
